code,subject,class_level,parent_code,kind,name_en,name_hi,sort_order,default_learn_minutes,neet_relevant
ZOO.11.NEURAL,zoology,11,ZOO.U05,chapter,Neural Control and Coordination,तंत्रिकीय नियंत्रण एवं समन्वय,5,135,true
ZOO.11.NEURAL.NEURON,zoology,11,ZOO.11.NEURAL,topic,Neuron and nerves,,1,45,true
ZOO.11.NEURAL.SYSTEM,zoology,11,ZOO.11.NEURAL,topic,"Central, peripheral and visceral nervous systems",,2,45,true
ZOO.11.NEURAL.IMPULSE,zoology,11,ZOO.11.NEURAL,topic,Generation and conduction of nerve impulse,,3,45,true
ZOO.11.ENDOCR,zoology,11,ZOO.U05,chapter,Chemical Coordination and Integration,रासायनिक समन्वय तथा एकीकरण,6,180,true
ZOO.11.ENDOCR.GLANDS,zoology,11,ZOO.11.ENDOCR,topic,Endocrine glands and hormones,,1,45,true
ZOO.11.ENDOCR.HUMAN,zoology,11,ZOO.11.ENDOCR,topic,"Human endocrine system: hypothalamus, pituitary, pineal, thyroid, parathyroid, adrenal, pancreas, gonads",,2,45,true
ZOO.11.ENDOCR.MECHAN,zoology,11,ZOO.11.ENDOCR,topic,Mechanism of hormone action; hormones as messengers and regulators,,3,45,true
ZOO.11.ENDOCR.DISORDER,zoology,11,ZOO.11.ENDOCR,topic,Hypo- and hyperactivity and related disorders,,4,45,true
BOT.12.SEXREPRO,botany,12,BOT.U06,chapter,Sexual Reproduction in Flowering Plants,पुष्पी पादपों में लैंगिक जनन,1,225,true
BOT.12.SEXREPRO.FLOWER,botany,12,BOT.12.SEXREPRO,topic,Flower structure and development of male and female gametophytes,,1,45,true
BOT.12.SEXREPRO.POLLIN,botany,12,BOT.12.SEXREPRO,topic,"Pollination: types, agencies and examples; outbreeding devices",,2,45,true
BOT.12.SEXREPRO.FERTIL,botany,12,BOT.12.SEXREPRO,topic,Pollen-pistil interaction and double fertilisation,,3,45,true
BOT.12.SEXREPRO.POSTFERT,botany,12,BOT.12.SEXREPRO,topic,"Post-fertilisation events: endosperm, embryo, seed and fruit",,4,45,true
BOT.12.SEXREPRO.SPECIAL,botany,12,BOT.12.SEXREPRO,topic,"Apomixis, parthenocarpy and polyembryony; significance of seed and fruit",,5,45,true
ZOO.12.HUMREPRO,zoology,12,ZOO.U06,chapter,Human Reproduction,मानव जनन,1,225,true
ZOO.12.HUMREPRO.SYSTEMS,zoology,12,ZOO.12.HUMREPRO,topic,Male and female reproductive systems; microscopic anatomy of testis and ovary,,1,45,true
ZOO.12.HUMREPRO.GAMETO,zoology,12,ZOO.12.HUMREPRO,topic,Gametogenesis: spermatogenesis and oogenesis,,2,45,true
ZOO.12.HUMREPRO.MENSTR,zoology,12,ZOO.12.HUMREPRO,topic,Menstrual cycle,,3,45,true
ZOO.12.HUMREPRO.FERTIL,zoology,12,ZOO.12.HUMREPRO,topic,"Fertilisation, embryo development up to blastocyst and implantation",,4,45,true
ZOO.12.HUMREPRO.PREGN,zoology,12,ZOO.12.HUMREPRO,topic,"Pregnancy, placenta formation, parturition and lactation",,5,45,true
ZOO.12.REPROHLTH,zoology,12,ZOO.U06,chapter,Reproductive Health,जनन स्वास्थ्य,2,135,true
ZOO.12.REPROHLTH.STD,zoology,12,ZOO.12.REPROHLTH,topic,Need for reproductive health and prevention of sexually transmitted diseases,,1,45,true
ZOO.12.REPROHLTH.CONTRA,zoology,12,ZOO.12.REPROHLTH,topic,"Birth control: need and methods, contraception and medical termination of pregnancy",,2,45,true
ZOO.12.REPROHLTH.ART,zoology,12,ZOO.12.REPROHLTH,topic,"Amniocentesis, infertility and assisted reproductive technologies",,3,45,true
BOT.12.INHERIT,botany,12,BOT.U07,chapter,Principles of Inheritance and Variation,वंशागति तथा विविधता के सिद्धांत,1,360,true
BOT.12.INHERIT.MENDEL,botany,12,BOT.12.INHERIT,topic,Mendelian inheritance,,1,45,true
BOT.12.INHERIT.DEVIAT,botany,12,BOT.12.INHERIT,topic,"Deviations from Mendelism: incomplete dominance, co-dominance, multiple alleles, pleiotropy",,2,45,true
BOT.12.INHERIT.POLYGEN,botany,12,BOT.12.INHERIT,topic,Polygenic inheritance,,3,45,true
BOT.12.INHERIT.CHROMTH,botany,12,BOT.12.INHERIT,topic,Chromosome theory of inheritance; chromosomes and genes,,4,45,true
BOT.12.INHERIT.SEXDET,botany,12,BOT.12.INHERIT,topic,"Sex determination in humans, birds and honey bee",,5,45,true
BOT.12.INHERIT.LINKAGE,botany,12,BOT.12.INHERIT,topic,Linkage and crossing over,,6,45,true
BOT.12.INHERIT.SEXLINK,botany,12,BOT.12.INHERIT,topic,Sex-linked inheritance: haemophilia and colour blindness,,7,45,true
BOT.12.INHERIT.DISORDER,botany,12,BOT.12.INHERIT,topic,Mendelian and chromosomal disorders in humans,,8,45,true
BOT.12.MOLBASIS,botany,12,BOT.U07,chapter,Molecular Basis of Inheritance,वंशागति के आणविक आधार,2,270,true
BOT.12.MOLBASIS.GENMAT,botany,12,BOT.12.MOLBASIS,topic,Search for genetic material and DNA as genetic material,,1,45,true
BOT.12.MOLBASIS.STRUCT,botany,12,BOT.12.MOLBASIS,topic,Structure of DNA and RNA and DNA packaging,,2,45,true
BOT.12.MOLBASIS.REPLIC,botany,12,BOT.12.MOLBASIS,topic,DNA replication,,3,45,true
BOT.12.MOLBASIS.DOGMA,botany,12,BOT.12.MOLBASIS,topic,"Central dogma: transcription, genetic code and translation",,4,45,true
BOT.12.MOLBASIS.LACOP,botany,12,BOT.12.MOLBASIS,topic,Gene expression and regulation: the lac operon,,5,45,true
BOT.12.MOLBASIS.GENOME,botany,12,BOT.12.MOLBASIS,topic,"Genome, the Human Genome Project and DNA fingerprinting",,6,45,true
ZOO.12.EVOL,zoology,12,ZOO.U07,chapter,Evolution,विकास,1,315,true
ZOO.12.EVOL.ORIGIN,zoology,12,ZOO.12.EVOL,topic,Origin of life,,1,45,true
ZOO.12.EVOL.EVIDENCE,zoology,12,ZOO.12.EVOL,topic,"Evidences for evolution: paleontology, comparative anatomy, embryology, molecular",,2,45,true
ZOO.12.EVOL.DARWIN,zoology,12,ZOO.12.EVOL,topic,Darwin's contribution and the modern synthetic theory,,3,45,true
ZOO.12.EVOL.MECHAN,zoology,12,ZOO.12.EVOL,topic,"Mechanism of evolution: variation, natural selection and its types",,4,45,true
ZOO.12.EVOL.HARDYW,zoology,12,ZOO.12.EVOL,topic,"Gene flow, genetic drift and the Hardy-Weinberg principle",,5,45,true
ZOO.12.EVOL.RADIAT,zoology,12,ZOO.12.EVOL,topic,Adaptive radiation,,6,45,true
ZOO.12.EVOL.HUMAN,zoology,12,ZOO.12.EVOL,topic,Human evolution,,7,45,true
ZOO.12.HEALTH,zoology,12,ZOO.U08,chapter,Human Health and Disease,मानव स्वास्थ्य तथा रोग,1,225,true
ZOO.12.HEALTH.PATHOGEN,zoology,12,ZOO.12.HEALTH,topic,Pathogens and parasites causing human diseases,,1,45,true
ZOO.12.HEALTH.IMMUNE,zoology,12,ZOO.12.HEALTH,topic,Basic concepts of immunology and vaccines,,2,45,true
ZOO.12.HEALTH.CANCER,zoology,12,ZOO.12.HEALTH,topic,Cancer,,3,45,true
ZOO.12.HEALTH.HIV,zoology,12,ZOO.12.HEALTH,topic,HIV and AIDS,,4,45,true
ZOO.12.HEALTH.ABUSE,zoology,12,ZOO.12.HEALTH,topic,"Adolescence; drug, alcohol and tobacco abuse",,5,45,true
BOT.12.MICROBES,botany,12,BOT.U08,chapter,Microbes in Human Welfare,मानव कल्याण में सूक्ष्मजीव,1,135,true
BOT.12.MICROBES.HOUSEHOLD,botany,12,BOT.12.MICROBES,topic,Microbes in household food processing and industrial production,,1,45,true
BOT.12.MICROBES.SEWAGE,botany,12,BOT.12.MICROBES,topic,Microbes in sewage treatment and energy generation,,2,45,true
BOT.12.MICROBES.BIOCONT,botany,12,BOT.12.MICROBES,topic,Microbes as biocontrol agents and biofertilisers,,3,45,true
BOT.12.BIOTECHP,botany,12,BOT.U09,chapter,Biotechnology: Principles and Processes,जैव प्रौद्योगिकी: सिद्धांत व प्रक्रम,1,135,true
BOT.12.BIOTECHP.PRINCIPLE,botany,12,BOT.12.BIOTECHP,topic,Principles of biotechnology and genetic engineering,,1,45,true
BOT.12.BIOTECHP.TOOLS,botany,12,BOT.12.BIOTECHP,topic,Tools of recombinant DNA technology,,2,45,true
BOT.12.BIOTECHP.PROCESS,botany,12,BOT.12.BIOTECHP,topic,Processes of recombinant DNA technology,,3,45,true
BOT.12.BIOTECHA,botany,12,BOT.U09,chapter,Biotechnology and its Applications,जैव प्रौद्योगिकी एवं उसके उपयोग,2,180,true
BOT.12.BIOTECHA.HEALTH,botany,12,BOT.12.BIOTECHA,topic,"Applications in health: human insulin, vaccines and gene therapy",,1,45,true
BOT.12.BIOTECHA.AGRI,botany,12,BOT.12.BIOTECHA,topic,Applications in agriculture: genetically modified organisms and Bt crops,,2,45,true
BOT.12.BIOTECHA.TRANSGEN,botany,12,BOT.12.BIOTECHA,topic,Transgenic animals,,3,45,true
BOT.12.BIOTECHA.ETHICS,botany,12,BOT.12.BIOTECHA,topic,"Biosafety issues, biopiracy and patents",,4,45,true
BOT.12.ORGPOP,botany,12,BOT.U10,chapter,Organisms and Populations,जीव और समष्टियाँ,1,90,true
BOT.12.ORGPOP.INTERACT,botany,12,BOT.12.ORGPOP,topic,"Population interactions: mutualism, competition, predation and parasitism",,1,45,true
BOT.12.ORGPOP.ATTRIB,botany,12,BOT.12.ORGPOP,topic,"Population attributes: growth, birth rate, death rate and age distribution",,2,45,true
BOT.12.ECOSYS,botany,12,BOT.U10,chapter,Ecosystem,पारितंत्र,2,180,true
BOT.12.ECOSYS.STRUCT,botany,12,BOT.12.ECOSYS,topic,Ecosystem patterns and components,,1,45,true
BOT.12.ECOSYS.PRODUCT,botany,12,BOT.12.ECOSYS,topic,Productivity and decomposition,,2,45,true
BOT.12.ECOSYS.ENERGY,botany,12,BOT.12.ECOSYS,topic,Energy flow,,3,45,true
BOT.12.ECOSYS.PYRAMID,botany,12,BOT.12.ECOSYS,topic,"Pyramids of number, biomass and energy",,4,45,true
BOT.12.BIODIV,botany,12,BOT.U10,chapter,Biodiversity and Conservation,जैव विविधता एवं संरक्षण,3,135,true
BOT.12.BIODIV.CONCEPT,botany,12,BOT.12.BIODIV,topic,"Concept, patterns and importance of biodiversity",,1,45,true
BOT.12.BIODIV.LOSS,botany,12,BOT.12.BIODIV,topic,Loss of biodiversity,,2,45,true
BOT.12.BIODIV.CONSERV,botany,12,BOT.12.BIODIV,topic,"Conservation: hotspots, endangered organisms, Red Data Book, reserves, parks, sanctuaries, sacred groves",,3,45,true
